book,about_auth
30630960707,"According to her own story as told to a later biographer, she spent the years 1848 to 1858 traveling the world. She visited Egypt, France, Canada (Quebec), England, South America, Germany, Mexico, India, Greece and especially Tibet, where she studied for two years with the ascetics, to whom she referred as Brothers. She was initiated for theosophical work while in Tibet.                        "
30739950352,"After a childhood blighted by poverty, commercial success came early to Charles Dickens (1812-70). By the age of 24, he was an international sensation whose new novels were eagerly anticipated. Two centuries later, Dickens' popularity endures as readers revel in the warm humanity and rollicking humor of his tales of self-discovery.                        "
30738897935,"After a childhood blighted by poverty, commercial success came early to Charles Dickens (1812-70). By the age of 24, he was an international sensation whose new novels were eagerly anticipated. Two centuries later, Dickens' popularity endures as readers revel in the warm humanity and rollicking humor of his tales of self-discovery.                        "
30726243328,"After a childhood blighted by poverty, commercial success came early to Charles Dickens (1812-70). By the age of 24, he was an international sensation whose new novels were eagerly anticipated. Two centuries later, Dickens's popularity endures as readers revel in the warm humanity and rollicking humor of his tales of self-discovery.                        "
30632416822,"After a childhood blighted by poverty, commercial success came early to Charles Dickens (1812-70). By the age of 24, he was an international sensation whose new novels were eagerly anticipated. Two centuries later, Dickens's popularity endures as readers revel in the warm humanity and rollicking humor of his tales of self-discovery.                        "
30223377272,"After a childhood blighted by poverty, commercial success came early to Charles Dickens (1812-70). By the age of 24, he was an international sensation whose new novels were eagerly anticipated. Two centuries later, Dickens's popularity endures as readers revel in the warm humanity and rollicking humor of his tales of self-discovery.                        "
30226960614,"After a childhood blighted by poverty, commercial success came early to Charles Dickens (1812-70). By the age of 24, he was an international sensation whose new novels were eagerly anticipated. Two centuries later, Dickens's popularity endures as readers revel in the warm humanity and rollicking humor of his tales of self-discovery.                        "
30313635409,Agatha Christie (1890-1976) is deemed the most popular mystery writer of all time and the world's bestselling author. She achieved Britain's highest honor when she was made a Dame of the British Empire. The Mystery Writers of America awarded her their first-ever Grand Master Award in 1954.                        
30749576063,Agatha Christie (1890-1976) is deemed the most popular mystery writer of all time and the world's bestselling author. She achieved Britain's highest honor when she was made a Dame of the British Empire. The Mystery Writers of America awarded her their first-ever Grand Master Award in 1954.                        
30738347373,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
30740276026,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
30420511204,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
22903499307,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
30599008153,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
30737399015,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
30739622432,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
30738167214,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
30621181506,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
22903498782,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
30738124309,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
30737695135,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
22903499915,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
22903511001,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
30738445421,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
22903512386,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
22903517140,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
30430210460,"Agatha Christie is the author of eighty crime novels and collections of stories, nineteen plays, six novels written under the name Mary Westmacott, two volumes of poetry, a volume of Christmas verse and stories, an autobiography, and Come, Tell Me How You Live. She is the creator of some of the most enduring figures of crime literature as well as the author of The Mousetrap, the longest running play in the history of modern theater. Christie was awarded the CBE (Commander, Order of the British Empire) in 1956 and was made a Dame Commander, Order of the British Empire, in 1971. She was president of the Detection Club (1954) and was the first writer to be awarded the Mystery Writers of America Grandmaster Award (1955). Agatha Christie died on January 12, 1976.Charles Osborne is a world authority on theater and opera and has written a wide range of fiction and non-fiction. He is the author of The Life and Crimes of Agatha Christie as well as the novelizations of Christie's plays, the best-selling Black Coffee and The Unexpected Guest. He lives in London.                        "
30699255356,"Agatha Christie is the best-selling author of all time. She wrote eighty crime novels and story collections, fourteen plays, and several other books. Her books have sold roughly four billion copies and have been translated into 45 languages. She is the creator of the two most enduring figures in crime literature�Hercule Poirot and Miss Jane Marple�and author of The Mousetrap, the longest-running play in the history of modern theatre. Christie was born in Torquay, Devon in 1890. She died in 1976 in Wallingford, Oxfordshire.                        "
30740756585,"Agatha Christie is the best-selling author of all time. She wrote eighty crime novels and story collections, fourteen plays, and several other books. Her books have sold roughly four billion copies and have been translated into 45 languages. She is the creator of the two most enduring figures in crime literature-Hercule Poirot and Miss Jane Marple-and author of The Mousetrap, the longest-running play in the history of modern theatre. Christie was born in Torquay, Devon in 1890. She died in 1976 in Wallingford, Oxfordshire.Charles Osborne is a world authority on theater and opera and has written a wide range of fiction and non-fiction. He is the author of The Life and Crimes of Agatha Christie as well as the novelizations of Christie's plays, the best-selling Black Coffee and The Unexpected Guest. He lives in London.                        "
30748468633,"Agatha Christie is the most widely published author of all time, outsold only by the Bible and Shakespeare. Her books have sold more than a billion copies in English and another billion in a hundred foreign languages. She died in 1976.                        "
30695482623,"Agatha Christie is the most widely published author of all time, outsold only by the Bible and Shakespeare. Her books have sold more than a billion copies in English and another billion in a hundred foreign languages. She died in 1976.                        "
30727102857,"Agatha Christie is the most widely published author of all time, outsold only by the Bible and Shakespeare. Her books have sold more than a billion copies in English and another billion in a hundred foreign languages. She died in 1976.                        "
30634357089,"Agatha Christie is the most widely published author of all time, outsold only by the Bible and Shakespeare. Her books have sold more than a billion copies in English and another billion in a hundred foreign languages. She died in 1976.                        "
30727513404,"Agatha Christie is the most widely published author of all time, outsold only by the Bible and Shakespeare. Her books have sold more than a billion copies in English and another billion in a hundred foreign languages. She died in 1976.                        "
30742721022,"Agatha Christie is the most widely published author of all time, outsold only by the Bible and Shakespeare. Her books have sold more than a billion copies in English and another billion in a hundred foreign languages. She died in 1976.                        "
30727676077,"Agatha Christie is the most widely published author of all time, outsold only by the Bible and Shakespeare. Her books have sold more than a billion copies in English and another billion in a hundred foreign languages. She died in 1976.                        "
30718295636,"Agatha Christie was born in Torquay in 1890 and became the best-selling novelist in history. Her first novel, The Mysterious Affair at Styles, introduced us to Hercule Poirot, the most popular detective since Sherlock Holmes. She is known throughout the world as the Queen of Crime and her works have sold over two billion copies -- 80 crime books, 19 plays, and six novels under the name of Mary Westmacott. Charles Osborne was born in Brisbane in 1927. He is known internationally as an authority on opera, though has had a lifelong passion for Agatha Christie's works. His previous books include The Life and Crimes of Agatha Christie.                        "
30721278477,"Agatha Christie was born in Torquay in 1890 and became the best-selling novelist in history. Her first novel, The Mysterious Affair at Styles, introduced us to Hercule Poirot, the most popular detective since Sherlock Holmes. She is known throughout the world as the Queen of Crime and her works have sold over two billion copies -- 80 crime books, 19 plays, and six novels under the name of Mary Westmacott. Charles Osborne was born in Brisbane in 1927. He is known internationally as an authority on opera, though has had a lifelong passion for Agatha Christie's works. His previous books include The Life and Crimes of Agatha Christie.                        "
30702935616,"Agatha Christie was born in Torquay in 1890 and became, quite simply, the best-selling novelist in history. Her first novel, The Mysterious Affair at Styles, written towards the end of the First World War, introduced us to Hercule Poirot, who was to become the most popular detective in crime fiction since Sherlock Holmes. She is known throughout the world as the Queen of Crime. Her books have sold over a billion copies in the English language and another billion in over 100 foreign languages. She is the author of 80 crime novels and short story collections, 20 plays, and six novels under the name of Mary Westmacott.                        "
30714902240,"Alan Lee was born in Middlesex in 1947. His illustrated books include Faeries (with Brian Froud), Castles and Merlin Dreams, and has worked on such prestigious films as Erik the Viking (Terry Gilliam), Legend (Ridley Scott), and the acclaimed NBC miniseries Merlin. He is best known however for his work on the book and film versions of The Lord of the Rings and The Hobbit.                        "
30711577499,"Alan Lee was born in Middlesex in 1947. His illustrated books include Faeries (with Brian Froud), Castles and Merlin Dreams, and has worked on such prestigious films as Erik the Viking (Terry Gilliam), Legend (Ridley Scott), and the acclaimed NBC miniseries Merlin. He is best known however for his work on the book and film versions of The Lord of the Rings and The Hobbit.                        "
30744721844,"Alan Lee was born in Middlesex in 1947. His illustrated books include Faeries (with Brian Froud), Castles and Merlin Dreams, and has worked on such prestigious films as Erik the Viking (Terry Gilliam), Legend (Ridley Scott), and the acclaimed NBC miniseries Merlin. He is best known however for his work on the book and film versions of The Lord of the Rings and The Hobbit.                        "
30662763724,"Alan Lee was born in Middlesex in 1947. His illustrated books include Faeries (with Brian Froud), Castles and Merlin Dreams, and has worked on such prestigious films as Erik the Viking (Terry Gilliam), Legend (Ridley Scott), and the acclaimed NBC miniseries Merlin. He is best known however for his work on the book and film versions of The Lord of the Rings and The Hobbit.                        "
30577385092,"Alan Lee was born in Middlesex in 1947. His illustrated books include Faeries (with Brian Froud), Castles and Merlin Dreams, and has worked on such prestigious films as Erik the Viking (Terry Gilliam), Legend (Ridley Scott), and the acclaimed NBC miniseries Merlin. He is best known however for his work on the book and film versions of The Lord of the Rings and The Hobbit.                        "
30577383565,"Alan Lee was born in Middlesex in 1947. His illustrated books include Faeries (with Brian Froud), Castles and Merlin Dreams, and has worked on such prestigious films as Erik the Viking (Terry Gilliam), Legend (Ridley Scott), and the acclaimed NBC miniseries Merlin. He is best known however for his work on the book and film versions of The Lord of the Rings and The Hobbit.                        "
30718702228,"Alan Lee was born in Middlesex in 1947. His illustrated books include Faeries (with Brian Froud), Castles and Merlin Dreams, and has worked on such prestigious films as Erik the Viking (Terry Gilliam), Legend (Ridley Scott), and the acclaimed NBC miniseries Merlin. He is best known however for his work on the book and film versions of The Lord of the Rings and The Hobbit.                        "
30731354906,"Almost completely ignored by the mainstream press during his lifetime, H. P. Lovecraft�has since come to be recognized as one of the greatest writers of classic horror, on a par with Edgar Allan Poe, Lovecraft's mentor. H. P. Lovecraft's work has been translated into more than a dozen languages, his tales adapted for film, television, and comic books, and he has been the subject of more scholarly study than any other writer of horror fiction save Poe.                        "
30544074077,"Almost completely ignored by the mainstream press during his lifetime, H. P. Lovecraft�has since come to be recognized as one of the greatest writers of classic horror, on a par with Edgar Allan Poe, Lovecraft's mentor. H. P. Lovecraft's work has been translated into more than a dozen languages, his tales adapted for film, television, and comic books, and he has been the subject of more scholarly study than any other writer of horror fiction save Poe.                        "
