,0
1284941630,NULL
30740021376,1565120558
30324233101,1604590882
30356009620,NULL
2337216202,NULL
30651832922,NULL
544738317,NULL
30651516898,NULL
22719066369,3548131964
19016533949,NULL
22789582708,NULL
30027561735,NULL
30711417302,NULL
30137495559,NULL
30621293980,1853260045
30150294488,NULL
30694833960,NULL
30230577991,NULL
30737438311,NULL
22457824068,NULL
21337423311,NULL
22552642457,NULL
30364452564,NULL
30711207118,NULL
7059163101,NULL
30571389945,NULL
30466178294,NULL
30687807982,048621866X
30322074022,NULL
22665761592,NULL
30443444031,NULL
12266457281,NULL
30271292761,NULL
30685407896,NULL
30661431097,NULL
1115359369,NULL
30604210482,NULL
30742905930,137499197X
30268484086,NULL
30005420507,NULL
30268503328,NULL
18670992715,NULL
30259804923,NULL
30618024753,NULL
30738811879,8850227094
4800293611,NULL
10523283000,NULL
30110201905,NULL
11144279544,NULL
30582626647,NULL
30580093443,NULL
30057305211,NULL
1239335062,NULL
30737970613,1785996118
30747390092,NULL
30587436982,1986120252
30109124174,NULL
30575242715,NULL
30663351563,NULL
46718605,NULL
30599151486,NULL
22420041337,NULL
30588282465,NULL
30590799112,NULL
22299303250,NULL
344406900,NULL
11028834911,NULL
30591014746,NULL
30137492539,NULL
1329938320,NULL
30740123224,NULL
30694611592,NULL
22408985165,NULL
30197432915,NULL
30457658985,NULL
30652282012,NULL
30532009766,NULL
30740925296,1600105521
22859119226,NULL
30435374169,NULL
30697302406,NULL
30646187673,NULL
30626768990,NULL
30716996565,1853262641
30509889426,NULL
21050369474,NULL
40813675,NULL
30415047848,NULL
30637735652,NULL
30745968139,1985168324
30509620097,NULL
30231736183,NULL
30357780594,NULL
30043939509,NULL
30523278020,1698324634
633199459,NULL
30577492549,NULL
30137500277,NULL
30749640801,NULL
30690843618,NULL
30698085470,NULL
30728851749,NULL
30709066755,NULL
9393539240,NULL
30688895014,NULL
14871608608,NULL
30435106493,NULL
30739086975,NULL
17764494169,NULL
5064367118,NULL
25847721,NULL
20175045909,NULL
30029272789,NULL
30461486152,1411469542
30699613723,NULL
19739115009,NULL
30659362866,NULL
30473471035,NULL
30694769362,1596050284
22401195877,NULL
22843857327,NULL
30722927985,NULL
30486448234,NULL
30741543462,1593080050
30725378274,NULL
30585401520,NULL
30715437196,NULL
30137503012,NULL
30711577499,NULL
1960367911,NULL
30573251856,NULL
30743477989,2266022644
30196014724,NULL
30737293692,2744135909
30704999104,NULL
4818056145,NULL
30723751050,2266035118
30717417732,NULL
30725912905,NULL
30696231202,034194212X
30272458924,NULL
30247698777,151728161X
1302998503,NULL
30267959290,NULL
2795338714,NULL
21778647822,NULL
30137537842,NULL
30699234738,NULL
13775122406,NULL
1173875456,NULL
30152958171,NULL
30749579524,NULL
30723005572,NULL
59774732,NULL
30137481206,NULL
30549198023,NULL
30361293933,NULL
30367742933,1593081146
30711004495,NULL
21815712871,NULL
10809012555,NULL
20255302976,NULL
19176555837,NULL
11484784088,048621866X
30408501711,NULL
30665138860,NULL
30537882309,NULL
11230005921,NULL
30641107562,NULL
30612308762,NULL
1332186599,NULL
30219324066,NULL
30240773316,069057259X
2808967626,NULL
16601861016,NULL
30627202852,1117144267
30449762981,NULL
8287033199,042501861X
30698862500,NULL
30443549242,NULL
30317299379,3921695708
30220749798,NULL
30081841788,046502694X
30211999832,NULL
30380185734,NULL
22786083983,NULL
30268660201,NULL
30728311263,NULL
30738770497,9876280457
21303620300,NULL
30574893008,1849907609
30137478272,NULL
30724605991,NULL
30697482032,NULL
30423330766,NULL
30455054143,078573144X
1189096663,NULL
30709623518,NULL
17696362080,NULL
30747905988,NULL
30739507889,NULL
30623672915,NULL
30107584278,NULL
30695379950,NULL
30693780549,NULL
30666029271,039505155X
9841085388,NULL
22870036444,NULL
30037646311,NULL
30734796063,NULL
30699617283,NULL
30739366106,1593080409
10143453335,NULL
30388205260,NULL
20786306689,NULL
22655464749,NULL
30265140479,NULL
30697976951,1495272001
30740102781,NULL
30037829003,NULL
30310719495,NULL
30610906983,NULL
17113280935,NULL
30737755197,1784048666
22413833850,NULL
30740302761,044110259X
30512664529,8869374904
18881098334,NULL
30741076802,1553084446
30610813171,1605974897
30297674658,NULL
14461306502,NULL
30264707718,NULL
30265656701,NULL
30137568612,NULL
18354419443,NULL
30564861907,NULL
69200906,NULL
887444363,NULL
22446180899,NULL
30687840922,048621866X
22665761599,NULL
30503773406,NULL
14387395892,NULL
30575183071,1770530428
14760079735,NULL
30128892406,NULL
9129035422,NULL
1167839056,NULL
30268990770,NULL
30616155790,1561380458
30271300060,NULL
30718318090,NULL
1276326196,NULL
30663647828,NULL
11672098347,NULL
30138198842,1853260398
733629620,NULL
22832680654,NULL
30081968584,NULL
30508728017,6077872245
30592961305,NULL
22505002886,NULL
22864299824,1594744424
20901949556,NULL
30223640558,NULL
30737477296,NULL
4438884576,NULL
22903503869,NULL
30560226658,NULL
30265656702,NULL
30716039028,NULL
30608064210,8500006714
30526715675,NULL
30697725272,1603126074
22920435840,NULL
18059780116,NULL
30467346924,NULL
30429627216,NULL
30519370763,NULL
30739093721,2070381471
30137524497,NULL
30720535119,NULL
30695691023,NULL
30492338849,143573145X
2668030251,NULL
9393539241,NULL
30635726921,NULL
30536795653,NULL
13242169842,NULL
30699210314,NULL
30611095641,1298783836
30631549724,1698062753
30081528101,NULL
96728547,NULL
9994028217,NULL
30452707454,NULL
30331447564,NULL
30551096218,842067608X
30575356422,NULL
30740332284,NULL
22561590994,NULL
30262334579,9351285162
30645418748,NULL
30744590446,NULL
30519830708,NULL
19559446,NULL
30690941775,NULL
7195463142,NULL
30584465208,NULL
30632190818,1594743347
30699596227,NULL
30336147779,NULL
20561629548,NULL
30560237127,NULL
3065816212,NULL
22665761594,NULL
30711911351,NULL
12989079999,NULL
30744100669,1551110288
7204212085,NULL
20763549628,NULL
30315259206,NULL
30618449371,NULL
21838804627,NULL
30575376123,NULL
22903497230,2277300519
30657354415,1587170728
30327696752,NULL
20167376980,NULL
30127701519,NULL
30331824529,9688670669
30350286961,NULL
22643675978,NULL
30739281775,NULL
208647507,NULL
30699636526,NULL
30718304854,NULL
401064106,NULL
30038764305,NULL
30699107842,NULL
30614464357,NULL
30444237425,NULL
30278214662,1609441079
744381506,NULL
3486692753,NULL
30699607140,NULL
30739909979,NULL
30171796156,NULL
30688491824,NULL
30407664192,NULL
936183263,NULL
30603251266,NULL
22618053029,NULL
14781987053,NULL
22790827045,NULL
30718198751,NULL
30097124362,NULL
16933703021,NULL
30573253743,NULL
22912234499,NULL
30573818208,NULL
22844622385,NULL
30733482713,NULL
30708525922,NULL
30663995331,NULL
18592289238,NULL
30427437327,NULL
30738820534,034525189X
30120915052,NULL
30451867865,NULL
30617153652,NULL
30279070323,NULL
30557455949,014043092X
332500200,NULL
30644524153,NULL
22574614745,NULL
18817841822,NULL
988184408,NULL
22832596608,NULL
17224495014,NULL
30396297462,NULL
20836404026,NULL
8750025355,NULL
30035583277,9041412174
372101494,NULL
30252606551,NULL
30731346808,NULL
30699465836,1423165586
30665810940,NULL
22849748471,NULL
30548474487,NULL
30265798621,NULL
15214784236,NULL
30455557752,1495422364
30517743453,NULL
30137470431,NULL
30697802744,NULL
14624563746,NULL
30733433437,NULL
17841460782,NULL
30699590849,NULL
30656595127,034528514X
22414932296,NULL
30651729029,NULL
5467327846,NULL
30650143310,NULL
174123078,NULL
30231752057,NULL
30210813419,NULL
30359727277,NULL
1428828955,NULL
22396068331,NULL
30734269861,NULL
30708388698,079450390X
21435012672,NULL
30264424954,9684763506
30271636535,NULL
30619188959,NULL
21989645123,NULL
5709075622,NULL
30580856790,NULL
30727955385,1403739102
30722925006,NULL
30109825679,NULL
30577466750,NULL
30739039039,NULL
10634213556,NULL
30724454461,NULL
22543314165,NULL
22413816038,NULL
6281847943,NULL
18356462011,NULL
30305435577,NULL
30734728448,NULL
30709735179,NULL
30697328697,NULL
30738960471,NULL
30699286058,NULL
30689007217,NULL
30046197905,034524169X
30137477805,NULL
14094264197,NULL
30629068276,1346558531
30731097466,NULL
30607332863,1411469542
22862772844,NULL
30724603773,NULL
30230904477,NULL
30739713862,NULL
30728260211,1593081251
30049240809,NULL
30688945248,1853260339
30669033753,NULL
30650033577,NULL
30012150326,NULL
1157181464,NULL
30602639459,NULL
30264450895,NULL
30737581156,NULL
2845020490,NULL
30669039982,NULL
30343910155,NULL
22773182451,NULL
18584675456,NULL
22899483069,NULL
16426233795,2720100625
30571085212,NULL
30282669014,NULL
8068292423,NULL
30310726915,NULL
941021824,NULL
30699460396,141146978X
30740240668,NULL
1189938012,NULL
30465560756,NULL
13518434237,NULL
30306098271,NULL
30549457625,NULL
30698073958,NULL
1229370967,NULL
30341594685,1853260436
30645261991,NULL
10345263742,NULL
22413529671,NULL
30740310873,NULL
30308963798,NULL
30337235707,NULL
30738963155,NULL
9126714053,NULL
30598692738,NULL
30643746337,1698324634
30137482110,NULL
30713312479,1569871183
242855190,NULL
30357111963,NULL
30734270760,NULL
30605454533,NULL
1958318699,NULL
1157901907,NULL
30330554660,055320582X
30137479596,NULL
22420042428,4511248125
30093652186,NULL
30704187229,NULL
12070838690,NULL
30699581663,9994671944
30644930295,1593082010
30575717889,NULL
30487942690,NULL
30660208730,NULL
30275929196,NULL
30282667972,NULL
22844627902,NULL
30280716015,NULL
3401872846,NULL
1271852724,NULL
30750290164,NULL
22485404304,NULL
30699607199,NULL
10107176741,NULL
20098125515,NULL
30176097287,NULL
30734675343,NULL
10634213567,NULL
947110148,NULL
22414932201,NULL
30733582226,9681846729
30110390901,NULL
30042015887,NULL
30731166952,NULL
30743799149,NULL
30617590604,NULL
30114331307,NULL
30715374093,NULL
30643303028,1411469666
60883878,NULL
30631305067,1545384983
30737557303,1176288865
30697854779,NULL
30604711648,NULL
30667320412,NULL
397777360,NULL
30310723061,NULL
30608592108,NULL
19084570205,NULL
18457810512,NULL
1042246748,NULL
1008300612,NULL
544738311,NULL
417289862,NULL
30666177659,NULL
316920310,NULL
30540334680,NULL
30137464447,NULL
30441745879,NULL
30709883822,1593081529
14883183389,NULL
30731407417,NULL
30162330579,NULL
30605256010,NULL
30551329046,NULL
30217004123,NULL
30291741798,8497164725
17116511336,NULL
30725407017,1593082010
22848025857,NULL
30588909382,NULL
30747195415,NULL
14831130684,NULL
18310960596,NULL
22745556192,NULL
30699658999,NULL
30563827866,NULL
22903762228,NULL
30687490095,1879483114
618303378,NULL
30162462378,NULL
30630089657,NULL
30752042137,NULL
30386094182,NULL
30731341707,NULL
30714634532,NULL
22020197117,NULL
30722054778,NULL
22727220399,NULL
30179160581,NULL
30584466073,042501777X
30415063986,NULL
30507064040,NULL
30443504726,NULL
30456229492,NULL
30628477366,NULL
30216667091,8417030506
30697579549,NULL
7049342152,NULL
30748028157,NULL
30737598825,NULL
30644182427,NULL
30716645061,NULL
30632090035,NULL
19554743349,1426412304
30605374861,1411469542
18914649994,NULL
30697821225,NULL
30739896116,NULL
30137473213,NULL
544088755,NULL
19058327481,NULL
30034628224,NULL
30661074755,034525189X
30697385590,NULL
14782003164,NULL
30737382765,852540957X
30690847647,NULL
401064296,NULL
30576275144,NULL
30266645941,NULL
30406242111,NULL
1020963208,NULL
30270302005,NULL
204909201,NULL
30650027921,NULL
30696513007,1502558955
8689789262,NULL
30305787945,NULL
30014215773,NULL
30205422814,NULL
30300354284,NULL
30359715131,NULL
30457662678,NULL
30730221953,NULL
30688734352,NULL
30583574832,NULL
30266552600,NULL
30697395354,NULL
30172412570,NULL
30310726934,NULL
30137572140,NULL
3982214550,NULL
65620710,NULL
30223844943,NULL
30650031662,NULL
30210700862,NULL
30595274354,1580495796
30334965305,NULL
30644603954,NULL
30699584829,NULL
30729683991,NULL
81958212,NULL
22392792244,NULL
30422098003,NULL
3608642811,NULL
30267796990,NULL
30598468844,NULL
22579404968,NULL
30137472012,NULL
1309179668,087054070X
30327092146,1612420532
30744579236,NULL
807199071,NULL
30577516135,NULL
30697669973,NULL
758566061,NULL
30210601584,NULL
30707192131,NULL
30743776479,NULL
7197157986,NULL
30137465364,NULL
30508753623,NULL
30137574958,NULL
30303392962,NULL
3205896145,NULL
30137499062,NULL
30137545936,NULL
30613790640,NULL
30743805448,NULL
22620324936,034528514X
30623449786,NULL
30082118437,NULL
30139051885,1551526972
15187076054,NULL
22649162019,NULL
72217938,NULL
22851285250,088361040X
5537434218,NULL
30650044176,NULL
20538601532,NULL
30698084609,NULL
30738907487,NULL
30714210676,NULL
30029726828,NULL
30626980066,NULL
30624126421,1593081146
30265297647,NULL
30734750885,NULL
5634516588,NULL
10990527575,NULL
30005418875,NULL
30583410323,NULL
1291114339,NULL
4666573473,NULL
30733118237,NULL
22660349164,NULL
30163567950,NULL
30662106251,NULL
30137474197,NULL
30436898962,NULL
30722962571,NULL
30239167897,NULL
30335456922,NULL
30660759432,NULL
30740018960,NULL
30210901893,NULL
30708994987,NULL
30664240926,1591940648
30699282992,NULL
22381663271,1585090166
8451604478,NULL
12419968416,NULL
22596630447,1314624261
5467347098,044014244X
21848684869,NULL
30255420066,NULL
30741152302,NULL
30323616542,1770830952
30662306246,NULL
19574871268,1571020977
13975773140,NULL
21839895179,NULL
30398768741,NULL
5709075621,NULL
30721282214,NULL
30697799943,NULL
30738657319,1565120558
30496214371,NULL
30718099993,NULL
30080487732,NULL
30137480266,NULL
30419256332,NULL
30592234846,NULL
2954452664,NULL
30719433924,038509423X
30434770218,NULL
30137592729,NULL
21578257415,NULL
22899601986,048621866X
30739859784,034529050X
30694826649,NULL
30718202130,NULL
30103571077,NULL
30584464273,NULL
30705401355,NULL
30748664923,NULL
30577421289,1562941364
30739479439,NULL
30663607141,NULL
30303788662,NULL
30716886268,NULL
22812581449,1933586788
1189031272,NULL
30739189760,NULL
1308467866,NULL
30621263646,1594743347
30669019502,NULL
30663651446,NULL
22414932200,NULL
30266989674,NULL
30667005728,038509423X
30665046726,NULL
1308458766,2226030255
30210811471,NULL
30729075563,NULL
30326194729,1539845087
30326985537,NULL
30117074783,NULL
30048438698,NULL
30599596234,NULL
14332901695,NULL
30748468633,NULL
30588992322,NULL
30137481197,NULL
30732531530,1594744513
30333858914,NULL
22299303248,NULL
16611516310,NULL
30737329914,1142213099
30707495609,NULL
30733198758,161523067X
30697795338,NULL
30137474194,NULL
30606266938,NULL
30559377298,NULL
30279254168,1501012754
30737561394,NULL
30702694325,NULL
30705676271,1587264269
21348881529,NULL
22877828723,NULL
30434580952,NULL
12606323899,NULL
30575377469,NULL
30425046635,1530909279
2992155501,NULL
22520788031,NULL
14913038423,NULL
30537995294,NULL
2826479,NULL
30301890227,NULL
30647105673,1539478009
30686914541,NULL
30628547573,NULL
30625159988,NULL
30310713855,NULL
30702935616,NULL
30219171266,NULL
912915344,NULL
30080039525,NULL
30313195870,NULL
30665862953,NULL
30738493108,1853260703
30732941584,NULL
30590031362,NULL
14781989509,NULL
30699290334,NULL
30742721254,NULL
30258273083,NULL
10141179516,NULL
30436824880,NULL
22594340305,NULL
30137470433,NULL
30575323379,NULL
11800510178,NULL
30710660721,NULL
22610147009,NULL
30595939810,NULL
30430211662,NULL
20543218067,NULL
30631467632,1675572321
30726243328,048628039X
30737525333,NULL
119929444,NULL
30665833368,NULL
16930900445,NULL
30708949552,NULL
30748023673,1566190304
30745957188,NULL
30660923527,NULL
22575766170,NULL
1058066057,NULL
30306579912,NULL
30738347373,2702413374
30643297497,1411469666
1031685420,NULL
30738248497,8807811111
30367514525,NULL
918921099,NULL
30538818571,1593081308
30657037242,048622225X
30737245358,NULL
30082148548,NULL
30699604781,NULL
30706933760,NULL
65853181,NULL
1978280450,NULL
30708708616,NULL
30733344749,NULL
275352520,NULL
30692362401,1411469542
1046762509,NULL
19593306436,NULL
30718682962,1785996371
30556399073,NULL
30523186646,141146978X
30734217513,NULL
30012305301,NULL
30743257139,002782280X
30746033606,1425358225
30137491647,NULL
30266523672,NULL
30191207695,NULL
720184571,NULL
30683695026,NULL
30266563989,NULL
22523931843,NULL
30137461622,NULL
30698067646,NULL
30514017249,NULL
30424441940,NULL
30332224873,NULL
30617865091,NULL
30692770710,2702409539
837170227,NULL
30630537430,1539690334
30603312370,3442232937
6929475639,NULL
30738824911,NULL
30313259468,NULL
30621579656,1724122681
18273784288,9353633753
30422007325,NULL
1971730398,NULL
30698782892,NULL
30259412450,NULL
30733069823,142500699X
18217724726,NULL
10390215385,NULL
21662450135,NULL
22890297791,NULL
30642614296,038509423X
30692377212,1423165586
22505124632,NULL
30696156597,NULL
22408988278,NULL
30699868421,NULL
30429723787,NULL
22582318092,NULL
27059037,NULL
30719364395,NULL
30175024279,NULL
2795338710,034528514X
30699045077,NULL
18369566244,NULL
30220057175,NULL
30032906202,NULL
10253443391,NULL
30543697288,034527539X
30667085532,067172133X
22505003481,NULL
30627143714,1117087115
30711961716,NULL
30179502854,NULL
30365542322,NULL
30735331325,NULL
381789268,NULL
30505774641,NULL
30644571045,NULL
30299235127,NULL
30405755303,NULL
21419752,NULL
16201619952,NULL
30605055028,NULL
30349208601,NULL
5334849969,NULL
586706972,NULL
30617831644,1847738532
30641300922,NULL
30521947856,NULL
758139714,NULL
30384218741,NULL
898001281,NULL
30621936480,NULL
17475986893,NULL
15525845142,NULL
8644770135,NULL
30656874668,8427285051
30697790977,NULL
22877616178,NULL
30733180192,NULL
30238555834,NULL
303692372,NULL
30538101288,NULL
30740199431,1907523324
30662763775,1411403134
22531841507,NULL
30706474914,NULL
362354844,NULL
30149718025,NULL
30737635312,1548164410
30429270948,NULL
30255639397,NULL
30303597004,NULL
22844627983,NULL
30454911106,NULL
30733393192,NULL
30568676125,NULL
10236871331,NULL
30264905720,NULL
30249696297,NULL
22925602126,NULL
30116002775,NULL
30582848774,NULL
30080476038,NULL
30614250089,NULL
30520520867,NULL
30745836844,NULL
30615967183,NULL
17507276019,NULL
30740419510,NULL
30685044905,NULL
30722595391,NULL
30699080730,NULL
30609768171,NULL
30253520540,NULL
22844627890,NULL
30575684620,NULL
30741989918,NULL
30699300574,NULL
30747254267,1587153394
30699080560,NULL
2713065618,NULL
219907698,NULL
22817138505,NULL
30594237582,NULL
30324835559,162686389X
30620683091,NULL
30137602972,NULL
9405403007,NULL
30109149713,NULL
30577418637,NULL
30647249176,NULL
30551329039,NULL
20572902642,NULL
30118845605,NULL
30739756250,1853261211
30748178759,NULL
30742101855,NULL
30405504481,NULL
30053817990,NULL
20673321153,091150088X
30746115884,1544865759
30536870648,143445861X
30367168499,NULL
18572144197,NULL
30753139562,NULL
1368030828,NULL
30563331262,014133004X
30271232517,NULL
30617505148,3849692752
30602369998,NULL
30699267039,NULL
3828386155,NULL
30738609545,NULL
18075627086,NULL
22920888415,NULL
14461313120,NULL
1270420421,NULL
8942623395,NULL
9742411646,NULL
30733533960,3423092351
30272466981,NULL
609409907,NULL
30404064304,NULL
30663797167,NULL
16588001628,NULL
30137479617,NULL
22540662528,NULL
30571379234,NULL
30666176752,NULL
30665131907,NULL
30611167775,1406896268
1039445753,NULL
30711729066,NULL
30694786234,NULL
30412935345,NULL
30601110970,NULL
30525229390,NULL
5428788399,NULL
30704210286,1593083602
1207397416,NULL
22819962348,NULL
30041453422,8869371832
30487834402,NULL
30744570455,NULL
17515521501,NULL
30693672779,NULL
152665796,NULL
22408985163,NULL
17922142412,NULL
19972923403,NULL
98716627,NULL
30210928493,NULL
10042376522,NULL
12481311843,NULL
30358520547,1933586788
30278901984,NULL
30137483087,NULL
30137467240,NULL
30548120455,NULL
30663429107,NULL
30697853025,NULL
30290118605,NULL
30744317539,NULL
30615832236,NULL
30345446183,NULL
30288842132,NULL
30536903962,143445861X
30736427041,NULL
641902420,NULL
30381126611,NULL
30573039059,NULL
30697861109,NULL
18518594470,NULL
17834158761,NULL
2780155689,NULL
30354638602,NULL
30166317999,NULL
30649338159,NULL
22256856990,NULL
880572285,NULL
30025550703,NULL
30722939150,NULL
30132927534,NULL
21053898505,NULL
30237339011,1593080301
30619264087,NULL
30470510220,1551520672
14781988251,NULL
30496814437,1853263648
30660746851,NULL
30628688820,1296647900
9177465481,NULL
22867333687,1594743347
792263735,NULL
13911965627,NULL
12613821190,NULL
30692887045,NULL
30743842382,1593083807
22408991012,NULL
30738616102,NULL
30750813660,NULL
832410435,NULL
12059030439,NULL
30718111523,NULL
30637008458,NULL
22896984656,NULL
30283016423,171711900X
30230418521,NULL
1174609542,NULL
30614228548,NULL
30411497940,NULL
197729822,NULL
22629703149,NULL
30533825586,067424110X
30553181776,3518068652
30584870242,NULL
30471017317,NULL
30137527023,NULL
1329938319,NULL
30247852244,NULL
30587976048,NULL
30234311335,NULL
30556625638,NULL
30743846080,1853260703
30606964444,NULL
30456996157,1884365353
30425835720,NULL
22845474495,NULL
30080065810,NULL
30697849688,NULL
30732922681,046003409X
30553012691,NULL
30343295167,NULL
30699166666,NULL
30587556695,1505552273
12582942135,NULL
30715383922,156254277X
987184342,NULL
1083466282,NULL
30737771175,NULL
19342717713,NULL
30725369374,NULL
30621255723,NULL
30342544214,NULL
30271155128,NULL
30234056309,NULL
30740769467,1593080891
9061568763,NULL
22516161984,NULL
30723750082,2226030298
16239547366,NULL
12220754484,NULL
30711924640,1593080204
30694503032,NULL
30450498742,NULL
30740770834,NULL
30711982418,1561380458
30740677926,NULL
30737369099,019283357X
22854045635,NULL
30657359046,NULL
30688805911,NULL
30120580011,NULL
5642072649,NULL
30748223212,NULL
30430422077,NULL
30748470616,NULL
2845020492,NULL
30220750658,NULL
30464063991,9501709515
30557212002,NULL
30711835943,NULL
30575196945,NULL
30310716799,NULL
30616208200,NULL
30734078769,033029802X
30723874912,1981257810
22607281731,091150009X
30740761903,NULL
1425230416,NULL
30547846221,NULL
15188396493,NULL
30623910462,NULL
226751730,NULL
30327159411,NULL
9695135519,NULL
30739024316,NULL
30310719623,NULL
30494040732,NULL
30137546438,NULL
30310717455,NULL
30602596700,NULL
30626762830,000735083X
30749398161,NULL
30556301377,NULL
4785261960,NULL
30043819116,NULL
30577538311,1577595548
30174848077,NULL
30740254160,1609286669
30662679638,NULL
30370986346,NULL
15453811073,NULL
30720953992,1439049300
30739835435,NULL
30662759031,NULL
30422383221,1853260525
18720729558,NULL
30732993858,2070339912
30739714864,NULL
16776959296,NULL
30137539543,NULL
8812749032,NULL
17004357783,NULL
30747916416,NULL
17004357656,NULL
22900795027,NULL
30259629672,NULL
21733240388,NULL
30663106817,NULL
22420043329,NULL
30699607262,NULL
30707076242,1435158512
30668426902,NULL
30699272601,NULL
18440112995,NULL
22420065033,NULL
30577410741,NULL
30616978431,NULL
15039149220,NULL
30622250736,NULL
22823700639,NULL
22506238387,NULL
30699303224,NULL
2786898050,NULL
30614157218,NULL
19586146168,NULL
17683652843,NULL
30230570919,NULL
30740281702,NULL
30266561255,NULL
30728439724,1593081146
30737115307,NULL
30620265038,NULL
30705914204,NULL
30590813161,NULL
30276548629,1840224118
30699012964,NULL
21031779900,NULL
30277064592,1515364518
30324134990,1512054291
30073791822,NULL
22539795352,NULL
30618902668,NULL
30082091534,NULL
15517305565,NULL
30515188131,NULL
30699603832,NULL
30301439914,NULL
30267868874,NULL
30604991902,NULL
30737944945,NULL
30647053255,NULL
30324230737,162755114X
30591576566,NULL
30027527767,NULL
16881755652,NULL
30504798481,1578400392
30278697293,1537039903
30577375783,NULL
22020192322,NULL
172778114,NULL
30652780972,NULL
30630997831,1463646070
11924291735,NULL
30715057262,NULL
30705597817,NULL
77404867,NULL
30410509355,NULL
30710507613,NULL
30137565836,NULL
30727848969,NULL
30252653307,NULL
30137544965,NULL
16794748174,034525077X
30647532444,NULL
12754088828,NULL
30699123894,NULL
30257722657,NULL
22505003916,NULL
30725400752,1594743347
22020192669,NULL
22849166915,NULL
19650898911,NULL
30564375343,NULL
30665007865,NULL
30666949187,NULL
12901440996,NULL
13568994103,NULL
22589529202,NULL
8086171188,NULL
30740668863,NULL
30554314302,NULL
30739522717,2730404554
30357161682,8437606373
22578928888,NULL
30598056380,NULL
30086149946,NULL
30601364324,NULL
19247665284,NULL
30339603406,NULL
30339141978,NULL
30636806157,NULL
30531355051,NULL
30688968393,NULL
11488336857,NULL
30040431929,NULL
18289073181,NULL
30357684266,NULL
30656825065,1848373104
30642465549,NULL
30520534108,NULL
5766052571,NULL
30698947950,1853260169
30723884338,NULL
30239175924,NULL
30310717360,NULL
30611199162,1376311674
30604164320,188817398X
30736436596,NULL
434818342,NULL
4749812165,NULL
153620084,NULL
30224374603,NULL
30650532245,NULL
30210709685,NULL
5812643104,NULL
30187959914,NULL
22524110709,NULL
22629698800,NULL
17146192626,NULL
30582859116,NULL
30643301988,1411469666
30475795560,NULL
5064367117,NULL
30609761065,NULL
30282156992,NULL
30656854583,NULL
22420041434,NULL
30404725968,NULL
10448242450,NULL
30617429147,NULL
22505124663,NULL
30716888222,NULL
30663306778,NULL
30661516953,NULL
30551324251,NULL
