book,binding
22890297791,4
30642614296,0
30692377212,0
22505124632,63
30696156597,25
22408988278,63
30699868421,63
30429723787,5
22582318092,15
27059037,4
30719364395,0
30175024279,63
2795338710,63
30699045077,5
18369566244,0
30220057175,4
30032906202,63
10253443391,0
30543697288,0
30667085532,0
22505003481,63
30627143714,0
30711961716,3
30179502854,5
30365542322,5
30735331325,63
381789268,4
30505774641,5
30644571045,3
30299235127,5
30405755303,3
21419752,4
16201619952,3
30605055028,0
30349208601,63
5334849969,2
586706972,3
30617831644,0
30641300922,63
30521947856,3
758139714,0
30384218741,0
898001281,53
30621936480,4
17475986893,4
15525845142,0
8644770135,92
30656874668,0
30697790977,5
22877616178,4
30733180192,4
30238555834,3
303692372,5
30538101288,63
30740199431,4
30662763775,0
22531841507,3
30706474914,0
362354844,54
30149718025,5
30737635312,4
30429270948,92
30255639397,63
30303597004,5
22844627983,43
30454911106,0
30733393192,4
30568676125,5
10236871331,0
30264905720,6
30249696297,2
22925602126,63
30116002775,5
30582848774,4
30080476038,22
30614250089,15
30520520867,5
30745836844,5
30615967183,63
17507276019,6
30740419510,36
30685044905,5
30722595391,0
30699080730,0
30609768171,11
30253520540,22
22844627890,43
30575684620,5
30741989918,0
30699300574,0
30747254267,0
30699080560,5
2713065618,5
219907698,15
22817138505,5
30594237582,63
30324835559,4
30620683091,0
30137602972,4
9405403007,0
30109149713,5
30577418637,0
30647249176,5
30551329039,63
20572902642,5
30118845605,5
30739756250,4
30748178759,0
30742101855,63
30405504481,3
30053817990,5
20673321153,0
30746115884,4
30536870648,4
30367168499,63
18572144197,5
30753139562,0
1368030828,3
30563331262,0
30271232517,6
30617505148,4
30602369998,5
30699267039,63
3828386155,3
30738609545,4
18075627086,4
22920888415,5
14461313120,55
1270420421,63
8942623395,0
9742411646,4
30733533960,4
30272466981,6
609409907,4
30404064304,5
30663797167,5
16588001628,63
30137479617,0
22540662528,3
30571379234,0
30666176752,0
30665131907,63
30611167775,0
1039445753,11
30711729066,63
30694786234,0
30412935345,3
30601110970,22
30525229390,5
5428788399,3
30704210286,0
1207397416,2
22819962348,2
30041453422,32
30487834402,22
30744570455,63
17515521501,6
30693672779,0
152665796,22
22408985163,63
17922142412,4
19972923403,63
98716627,3
30210928493,5
10042376522,63
12481311843,0
30358520547,18
30278901984,4
30137483087,0
30137467240,4
30548120455,4
30663429107,0
30697853025,5
30290118605,5
30744317539,4
30615832236,63
30345446183,5
30288842132,3
30536903962,4
30736427041,63
641902420,2
30381126611,0
30573039059,5
30697861109,5
18518594470,63
17834158761,3
2780155689,2
30354638602,4
30166317999,4
30649338159,56
22256856990,4
880572285,5
30025550703,4
30722939150,63
30132927534,3
21053898505,11
30237339011,63
30619264087,5
30470510220,0
14781988251,5
30496814437,0
30660746851,0
30628688820,30
9177465481,63
22867333687,18
792263735,3
13911965627,0
12613821190,51
30692887045,63
30743842382,5
22408991012,63
30738616102,4
30750813660,5
832410435,117
12059030439,63
30718111523,0
30637008458,63
22896984656,22
30283016423,4
30230418521,63
1174609542,11
30614228548,0
30411497940,63
197729822,5
22629703149,4
30533825586,5
30553181776,0
30584870242,4
30471017317,3
30137527023,4
1329938319,0
30247852244,0
30587976048,4
30234311335,5
30556625638,5
30743846080,0
30606964444,63
30456996157,4
30425835720,11
22845474495,0
30080065810,3
30697849688,0
30732922681,4
30553012691,11
30343295167,5
30699166666,5
30587556695,4
12582942135,0
30715383922,0
987184342,5
1083466282,4
30737771175,4
19342717713,2
30725369374,3
30621255723,0
30342544214,63
30271155128,6
30234056309,63
30740769467,63
9061568763,15
22516161984,3
30723750082,4
16239547366,5
12220754484,63
30711924640,63
30694503032,5
30450498742,4
30740770834,0
30711982418,5
30740677926,63
30737369099,4
22854045635,5
30657359046,63
30688805911,4
30120580011,63
5642072649,63
30748223212,3
30430422077,0
30748470616,0
2845020492,63
30220750658,5
30464063991,4
30557212002,11
30711835943,4
30575196945,0
30310716799,63
30616208200,5
30734078769,0
30723874912,4
22607281731,4
30740761903,0
1425230416,30
30547846221,3
15188396493,0
30623910462,0
226751730,3
30327159411,5
9695135519,4
30739024316,4
30310719623,63
30494040732,5
30137546438,4
30310717455,63
30602596700,63
30626762830,0
30749398161,0
30556301377,5
4785261960,4
30043819116,4
30577538311,5
30174848077,5
30740254160,4
30662679638,63
30370986346,5
15453811073,5
30720953992,5
30739835435,4
30662759031,63
30422383221,0
18720729558,4
30732993858,4
30739714864,4
16776959296,5
30137539543,4
8812749032,5
17004357783,3
30747916416,0
17004357656,3
22900795027,5
30259629672,63
21733240388,3
30663106817,5
22420043329,20
30699607262,63
30707076242,5
30668426902,4
30699272601,10
18440112995,3
22420065033,60
30577410741,0
30616978431,63
15039149220,0
30622250736,63
22823700639,4
22506238387,2
30699303224,0
2786898050,5
30614157218,3
19586146168,63
17683652843,11
30230570919,3
30740281702,4
30266561255,6
30728439724,0
30737115307,4
30620265038,63
30705914204,63
30590813161,4
30276548629,4
30699012964,63
21031779900,4
30277064592,4
30324134990,4
30073791822,5
22539795352,0
30618902668,0
30082091534,3
15517305565,63
30515188131,63
30699603832,5
30301439914,0
30267868874,6
30604991902,63
30737944945,4
30647053255,63
30324230737,4
30591576566,4
30027527767,63
16881755652,5
30504798481,4
30278697293,4
30577375783,63
22020192322,0
172778114,127
30652780972,0
30630997831,0
11924291735,3
30715057262,5
30705597817,63
77404867,15
30410509355,63
30710507613,0
30137565836,4
30727848969,63
30252653307,0
30137544965,4
16794748174,3
30647532444,63
12754088828,5
30699123894,63
30257722657,0
22505003916,63
30725400752,3
22020192669,4
22849166915,4
19650898911,63
30564375343,0
30665007865,0
30666949187,0
12901440996,20
13568994103,2
22589529202,3
8086171188,5
30740668863,63
30554314302,3
30739522717,4
30357161682,0
22578928888,2
30598056380,63
30086149946,0
30601364324,0
19247665284,63
30339603406,0
30339141978,0
30636806157,63
30531355051,0
30688968393,4
11488336857,63
30040431929,3
18289073181,13
30357684266,5
30656825065,0
30642465549,0
30520534108,5
5766052571,11
30698947950,0
30723884338,63
30239175924,3
30310717360,63
30611199162,0
30604164320,0
30736436596,0
434818342,5
4749812165,5
153620084,3
30224374603,63
30650532245,11
30210709685,0
5812643104,3
30187959914,0
22524110709,11
22629698800,4
17146192626,4
30582859116,4
30643301988,0
30475795560,5
5064367117,63
30609761065,5
30282156992,4
30656854583,0
22420041434,20
30404725968,3
10448242450,63
30617429147,4
22505124663,0
30716888222,0
30663306778,5
30661516953,63
30551324251,63
30594560684,0
30276686276,5
30688425007,92
178644568,5
30721450164,4
30697334366,63
12220754483,63
22763476504,3
30137497304,0
22773467887,0
30359761004,5
30210826294,8
30662797376,5
30743291182,4
22388352252,63
1428681247,184
22418989022,3
30267980828,6
30741854154,0
1094685496,5
30552011094,3
30739812948,4
5809421567,0
15296155760,63
30001185666,11
30745478103,63
30714488513,4
30739337665,4
30405814296,3
11921901893,0
14123108877,63
30452635812,0
16594898283,63
827075202,5
30646844413,0
22786084357,63
30299256422,0
30697334982,63
30738567671,4
30137492542,0
30688735121,4
30137482099,0
30667605177,0
30551329919,63
30137477799,0
22494581703,5
510203926,2
30359762770,5
30177639421,0
30737500130,4
30203650509,4
30452031717,5
30553673902,0
30219163913,5
30671534590,0
30137477188,4
30551327218,63
32484944,3
22505126581,0
30463166415,0
30102307085,11
30698614313,63
759353115,3
22883148735,5
30564447306,5
30052019485,5
30051995250,63
30605077590,63
30631158587,0
30210706071,10
9231494500,11
22877746570,4
30699640759,63
30727512746,63
22849748472,2
30582837181,0
30137482101,0
22020192317,0
30427235844,0
30519754020,5
17004356376,3
30745124005,5
30744480284,4
30303770291,4
30282663517,117
30277724965,4
30699302356,0
30359733132,2
30137470432,0
1050076925,4
5434713188,63
30741265710,5
30744676148,63
30749367213,63
9446226872,15
30749512889,63
30703863214,0
30335029127,0
30739671536,4
30575027483,5
30422560680,0
30295220403,4
10958554306,5
30696276793,4
30502071527,0
30037431563,5
30697529615,44
22571859911,4
30746072553,5
225137188,5
30718268353,4
22540679446,3
7402796624,3
30744360452,63
30711682997,63
30575265121,0
30722032296,63
30209629952,0
30648085244,0
22398006214,3
30591016674,23
30659966751,4
30747505424,63
30720515973,0
18072154108,4
30737600997,4
22649811785,0
30732884116,4
30694899047,0
30545371006,0
30747332701,5
1945206117,2
10064331613,5
30610078216,4
30514506070,4
30728386662,63
30530752062,4
30288224085,15
30463402733,5
30739575571,4
30727245265,5
30725401698,5
30659371327,0
30137489485,4
30745075767,5
15212889762,120
30603243852,37
22469282967,5
22497347076,4
30308118230,4
11493984439,5
21470035489,5
30699083025,4
22803365843,63
30335451279,0
30172354943,15
30697558248,5
30137476837,0
30671498696,0
30573987444,0
30626769991,0
327939150,5
30697811789,0
10250909849,22
30137495373,0
30754204137,5
30594568946,5
22859119352,63
22867452406,5
30314116259,63
10236717920,3
140933246,63
30431429515,63
30734513897,0
30656662317,63
21365583773,4
30706822965,117
30249658402,0
30611203813,0
22618645416,4
30309841355,3
30709559862,63
1417796350,4
30432385906,0
18513225436,5
308391950,3
30551326311,63
155172594,5
30741772694,4
30746185146,4
30627702496,30
30346046203,0
19902955218,5
30137543970,4
30535979472,63
30269823697,6
30454135628,0
30738979244,4
22877522034,0
30717860531,63
30575404113,5
7388583901,222
30279114735,4
30727868009,4
30599717073,0
30084967398,3
30738796457,4
30299606012,4
30371127849,63
30329104536,63
30621221283,3
30734778612,63
30525203317,63
30362659750,5
30726458903,0
30718898476,5
22544960744,68
30351875071,0
30707765331,5
30722923034,0
30485861167,69
30737533782,4
989012211,5
6774802303,4
30259712790,2
30698062143,63
76653778,71
30742124733,5
18755296648,0
30137480255,0
4569840189,3
30642352456,4
30599143993,63
30749468580,4
30708880890,4
30418122151,5
2670096001,6
88327553,3
12714949940,4
14883183612,0
30557454983,3
22413833848,5
30635247144,5
30268661188,6
30745098523,5
1399292906,4
30737203002,4
30257048832,0
30571010489,63
30738128598,4
30347375805,63
30621251590,4
30598997637,63
6671606916,5
30137479618,0
30744090765,63
30275789869,4
30697479685,5
1262336806,3
823826811,63
22920926346,3
30657567652,63
30137516495,4
30688818396,4
30739226607,4
30514115972,0
30724611487,63
6774827957,4
30422443815,63
20281396970,0
30744031296,72
30697402055,0
22662863331,2
30699252756,5
30494967620,63
30090321729,5
4749795714,5
30560890476,63
30670159069,4
30716346199,0
30686655750,5
30424842082,63
14781986290,22
30549948758,5
259393306,92
30590636428,6
19929133544,5
30268138508,6
22913045005,18
4509639548,30
6852173344,18
18700796423,73
30700602654,5
30367928401,63
30535334475,5
30137492550,0
30699627695,0
30662078309,5
30038784093,3
15525884513,0
30363412655,5
10042376524,63
30636218759,2
22747896299,3
30695482623,0
30636753674,5
30088022273,5
30698904228,5
30699512267,0
30310722148,63
2407602013,5
30661486066,0
30137476840,0
30598180589,4
30129295518,0
3365697142,18
30308236340,5
6091512873,3
30282659542,117
30411963799,0
30587915795,63
30305888689,71
30212260117,5
30727495738,0
94519861,3
17890205038,63
6720955321,3
16749435712,5
30558258256,5
30667882603,0
30722957322,0
30721865990,5
30266581049,6
30137484927,0
30534617256,63
30727530003,5
30282131848,0
30564253149,0
30687839832,0
30466353601,63
30742359521,4
30210901744,5
30738005460,4
17004357813,3
30696000331,117
30365055909,22
15386250223,63
30137481202,0
19145849020,5
30137477795,0
30697329424,63
30134097931,63
6793087050,5
30178213041,5
30727273039,5
30740867071,5
275352524,3
22475700155,3
30692030028,0
15041448097,92
30462043006,5
30137479601,0
11027458707,3
30606543976,4
18699473879,63
30698943291,5
30443632250,11
22480032383,22
5484830767,63
30137483089,0
30741298999,0
21273882548,5
30669690974,5
30632416822,0
468970560,5
30747624342,0
11951132699,63
22620328193,45
30544956994,0
30249733564,5
30625457937,63
30266239834,6
22589996211,5
30580051369,2
23347917,4
30344285955,5
30575422189,63
30738710926,4
30733271381,4
30056368851,0
30698911914,5
6774831461,4
22911581502,4
30137479595,0
30446347867,0
30566799011,0
22882376833,3
30649394510,63
21585743845,8
30705497395,0
22890742715,76
30109858431,3
30440961343,0
21839919368,71
828330343,0
30708428180,63
20760903213,4
30335299628,5
30021888024,63
22776531295,0
30732382415,5
30661426232,0
30643301298,0
30738982002,4
30137461623,4
30663998837,63
30566395557,5
30718892162,10
30242092313,5
30693678277,0
30612824933,0
30697783667,5
30264150246,5
22850478661,5
725518600,0
30137499237,4
30165734233,15
944274018,3
22640008014,3
22804822099,79
30733879244,0
30697784329,0
30149752476,3
19346633416,63
1291625187,0
30304411837,71
30425777530,63
30694711013,5
30738065112,4
1945207067,2
30626884269,63
1001004661,5
21812617125,5
30631499935,0
30738384022,4
30739224154,4
20542095588,5
30684154935,0
30425777712,0
30745575567,5
30516890034,0
30699602826,63
838716248,5
30426606086,63
30605121106,0
30738270795,4
30616206782,5
12764803290,18
30486341635,0
30463813067,184
30554202393,5
30711585201,0
30732923789,4
30605944490,0
30517564360,5
30743825673,63
22556392789,0
30697828815,5
30642721549,4
30321519029,63
22826671635,5
1958318852,2
30740961801,4
30021912958,0
30699823910,3
30266706383,6
30315885052,63
30628663840,30
