book,condition,price,JacketCondition,Book_Info_ID
30231736183,,$19.00 ,,249
30357780594,good,$3.75 ,,250
30043939509,good,$6.36 ,,251
30523278020,new,$9.03 ,,252
633199459,,$10.22 ,,253
30577492549,very good,$9.76 ,,254
30137500277,,$18.00 ,,255
30749640801,very good,$6.48 ,,256
30690843618,good,$5.64 ,,257
30698085470,good,$5.31 ,,258
30728851749,good,$6.50 ,,259
30709066755,good,$13.75 ,,260
9393539240,good,$3.95 ,,261
30688895014,good,$3.98 ,,262
14871608608,good,$14.00 ,,263
30435106493,good,$10.93 ,,264
30739086975,good,$4.00 ,,265
17764494169,good,$3.47 ,,266
5064367118,very good,$4.00 ,,267
25847721,,$22.50 ,,268
20175045909,,$16.50 ,,269
30029272789,good,$3.99 ,,270
30461486152,very good,$3.84 ,,271
30699613723,very good,$5.63 ,,272
19739115009,good,$10.62 ,,273
30659362866,good,$3.61 ,,274
30473471035,good,$10.00 ,,275
30694769362,very good,$4.64 ,,276
22401195877,good,$20.00 ,,277
22843857327,very good,$3.49 ,,278
30722927985,very good,$3.98 ,,279
30486448234,good,$5.68 ,,280
30741543462,very good,$3.80 ,,281
30725378274,good,$1.20 ,,282
30585401520,good,$29.85 ,,283
30715437196,good,$4.27 ,,284
30137503012,,$21.00 ,,285
30711577499,very good,$4.69 ,,286
1960367911,very good,$1.00 ,,287
30573251856,good,$15.49 ,,288
30743477989,good,$5.92 ,,289
30196014724,good,$19.95 ,fair,290
30737293692,good,$4.00 ,,291
30704999104,very good,$3.98 ,,292
4818056145,,$5.00 ,,293
30723751050,,$6.06 ,,294
30717417732,fair,$6.49 ,,295
30725912905,good,$21.99 ,,296
30696231202,new,$51.45 ,,297
30272458924,new,$41.10 ,,298
30247698777,good,$5.35 ,,299
1302998503,very good,$15.00 ,good,300
30267959290,new,$37.53 ,,301
2795338714,good,$6.00 ,,302
21778647822,good,$2.65 ,,303
30137537842,,$34.00 ,,304
30699234738,very good,$3.98 ,,305
13775122406,good,$25.00 ,,306
1173875456,,$1.00 ,,307
30152958171,fair,$5.99 ,,308
30749579524,good,$25.00 ,good,309
30723005572,good,,,310
59774732,good,$15.00 ,very good,311
30137481206,,$7.00 ,,312
30549198023,,$16.25 ,,313
30361293933,very good,$5.95 ,,314
30367742933,good,$3.61 ,,315
30711004495,good,$2.59 ,,316
21815712871,,$3.98 ,,317
10809012555,good,$7.00 ,very good,318
20255302976,,$11.00 ,,319
19176555837,very good,$18.14 ,,320
11484784088,good,$15.00 ,,321
30408501711,good,$5.99 ,,322
30665138860,,$7.95 ,,323
30537882309,,$5.00 ,,324
11230005921,very good,$14.75 ,very good,325
30641107562,good,$4.19 ,,326
30612308762,good,$3.80 ,,327
1332186599,good,$7.00 ,,328
30219324066,good,$3.80 ,,329
30240773316,good,$5.00 ,,330
2808967626,fair,$1.50 ,,331
16601861016,good,$3.98 ,,332
30627202852,new,$30.59 ,,333
30449762981,very good,$4.00 ,,334
8287033199,,$4.00 ,,335
30698862500,good,$3.98 ,,336
30443549242,good,$6.19 ,,337
30317299379,,$13.31 ,,338
30220749798,very good,$8.00 ,very good,339
30081841788,good,$5.96 ,,340
30211999832,good,$6.55 ,,341
30380185734,very good,$20.00 ,good,342
22786083983,good,$9.09 ,,343
30268660201,new,$43.16 ,,344
30728311263,good,$3.25 ,,345
30738770497,new,$4.00 ,,346
21303620300,good,$7.95 ,,347
30574893008,very good,$4.71 ,,348
30137478272,,$7.00 ,,349
30724605991,,$30.00 ,,350
30697482032,good,$22.68 ,,351
30423330766,,$11.66 ,,352
30455054143,poor,$4.19 ,,353
1189096663,good,$1.99 ,,354
30709623518,fair,$6.35 ,,355
17696362080,,$9.95 ,,356
30747905988,good,,,357
30739507889,good,$5.09 ,,358
30623672915,,$15.05 ,,359
30107584278,very good,$6.22 ,,360
30695379950,fair,$24.45 ,,361
30693780549,good,$3.95 ,,362
30666029271,good,$3.60 ,,363
9841085388,good,$19.90 ,,364
22870036444,fair,$8.99 ,,365
30037646311,good,,,366
30734796063,fair,$3.79 ,,367
30699617283,very good,$3.69 ,,368
30739366106,good,$5.17 ,,369
10143453335,,$10.00 ,,370
30388205260,very good,$30.00 ,very good,371
20786306689,fair,$5.46 ,,372
22655464749,,$4.95 ,,373
30265140479,new,$42.57 ,,374
30697976951,very good,$9.95 ,,375
30740102781,good,$4.00 ,,376
30037829003,good,$16.94 ,,377
30310719495,,$3.50 ,,378
30610906983,new,$12.77 ,,379
17113280935,,$5.52 ,,380
30737755197,very good,$5.11 ,,381
22413833850,very good,$24.00 ,,382
30740302761,good,$4.70 ,,383
30512664529,new,$24.85 ,,384
18881098334,good,$6.49 ,,385
30741076802,very good,$5.41 ,,386
30610813171,new,$9.97 ,,387
30297674658,good,$3.51 ,,388
14461306502,,$5.27 ,,389
30264707718,new,$29.48 ,,390
30265656701,new,$38.42 ,,391
30137568612,,$14.00 ,,392
18354419443,,$7.00 ,,393
30564861907,good,$3.80 ,,394
69200906,,$7.50 ,,395
887444363,,$24.00 ,,396
22446180899,good,$5.00 ,,397
30687840922,,,,398
22665761599,very good,$5.50 ,,399
30503773406,good,$3.34 ,,400
14387395892,good,$5.15 ,,401
30575183071,very good,$4.55 ,,402
14760079735,good,$1.88 ,,403
30128892406,good,$5.50 ,,404
9129035422,,$35.18 ,very good,405
1167839056,very good,$6.00 ,,406
30268990770,new,$22.64 ,,407
30616155790,very good,$6.39 ,,408
30271300060,new,$42.87 ,,409
30718318090,very good,$3.61 ,,410
1276326196,good,$1.85 ,,411
30663647828,good,$4.54 ,,412
11672098347,good,$25.00 ,,413
30138198842,good,$4.19 ,,414
733629620,fair,$5.00 ,,415
22832680654,,$2.99 ,,416
30081968584,good,$6.48 ,,417
30508728017,,$19.13 ,,418
30592961305,fair,$10.49 ,,419
22505002886,very good,$4.48 ,,420
22864299824,very good,$3.99 ,,421
20901949556,very good,$2.50 ,,422
30223640558,very good,$7.95 ,,423
30737477296,good,$4.38 ,,424
4438884576,very good,$5.76 ,,425
22903503869,,$18.14 ,,426
30560226658,very good,$3.99 ,,427
30265656702,new,$34.85 ,,428
30716039028,good,$4.53 ,,429
30608064210,good,$14.27 ,,430
30526715675,very good,$5.00 ,,431
30697725272,very good,$4.19 ,,432
22920435840,very good,$10.00 ,very good,433
18059780116,new,$11.21 ,,434
30467346924,,$5.91 ,,435
30429627216,very good,$5.99 ,,436
30519370763,,$6.50 ,,437
30739093721,good,$4.98 ,,438
30137524497,,$33.00 ,,439
30720535119,good,$5.29 ,,440
30695691023,good,$4.26 ,,441
30492338849,very good,$16.39 ,,442
2668030251,good,$14.00 ,,443
9393539241,good,$8.95 ,,444
30635726921,fair,$1.00 ,,445
30536795653,new,$11.06 ,,446
13242169842,,$11.60 ,,447
30699210314,good,$4.26 ,,448
30611095641,new,$22.02 ,,449
30631549724,new,$13.66 ,,450
30081528101,good,,,451
96728547,,$11.97 ,,452
9994028217,good,$7.50 ,,453
30452707454,very good,$6.49 ,,454
30331447564,very good,$8.40 ,,455
30551096218,,$13.27 ,,456
30575356422,good,$4.19 ,,457
30740332284,good,$4.70 ,,458
22561590994,good,$10.50 ,,459
30262334579,new,$18.62 ,,460
30645418748,good,$20.00 ,,461
30744590446,good,,,462
30519830708,very good,$4.31 ,,463
19559446,,$12.50 ,,464
30690941775,very good,$3.60 ,,465
7195463142,fair,$5.88 ,,466
30584465208,good,$4.00 ,,467
30632190818,very good,$4.19 ,,468
30699596227,good,$3.98 ,,469
30336147779,good,$8.31 ,,470
20561629548,good,$4.19 ,,471
30560237127,very good,$13.82 ,,472
3065816212,very good,$8.00 ,,473
22665761594,,$8.99 ,,474
30711911351,very good,$4.19 ,,475
12989079999,good,$5.99 ,,476
30744100669,good,$5.10 ,,477
7204212085,good,$4.60 ,,478
20763549628,good,$11.97 ,,479
30315259206,good,$2.99 ,,480
30618449371,very good,$4.19 ,,481
21838804627,,$15.00 ,,482
30575376123,good,$3.61 ,,483
22903497230,,$1.00 ,,484
30657354415,good,$3.80 ,,485
30327696752,new,$10.42 ,,486
20167376980,,$32.50 ,,487
30127701519,good,$11.45 ,,488
30331824529,fair,$28.95 ,,489
30350286961,,$24.38 ,,490
22643675978,good,$3.98 ,,491
30739281775,good,$4.98 ,,492
208647507,good,$54.00 ,,493
30699636526,good,$3.98 ,,494
30718304854,very good,$6.24 ,,495
401064106,good,$6.00 ,,496
30038764305,good,$2.95 ,,497
30699107842,good,$3.94 ,,498
30614464357,,$169.88 ,,499
30444237425,good,$35.00 ,,500
30278214662,new,$5.78 ,,501
744381506,fair,$1.00 ,,502
3486692753,,$1.50 ,,503
30699607140,good,$3.51 ,,504
30739909979,good,$5.71 ,,505
30171796156,good,$4.18 ,,506
30688491824,very good,$4.49 ,,507
30407664192,good,$5.48 ,,508
936183263,good,$4.67 ,,509
30603251266,very good,$10.00 ,,510
22618053029,,$3.00 ,,511
14781987053,very good,$15.00 ,,512
22790827045,very good,$20.00 ,,513
30718198751,very good,$26.54 ,,514
30097124362,very good,$8.50 ,,515
16933703021,good,$1.00 ,good,516
30573253743,good,$14.48 ,,517
22912234499,good,$7.49 ,,518
30573818208,,$47.00 ,,519
22844622385,,$8.00 ,,520
30733482713,good,$23.45 ,,521
30708525922,good,$9.93 ,,522
30663995331,good,$8.00 ,,523
18592289238,,$10.00 ,,524
30427437327,very good,$24.87 ,,525
30738820534,good,$9.43 ,,526
30120915052,very good,$4.25 ,,527
30451867865,very good,$8.46 ,,528
30617153652,good,$3.00 ,,529
30279070323,very good,$4.27 ,,530
30557455949,,$1.00 ,,531
332500200,good,$7.00 ,,532
30644524153,fair,$6.29 ,,533
22574614745,,$4.00 ,,534
18817841822,fair,$22.50 ,,535
988184408,,$17.60 ,,536
22832596608,,,,537
17224495014,very good,$20.00 ,very good,538
30396297462,good,$3.98 ,,539
20836404026,,$3.00 ,,540
8750025355,good,$125.00 ,,541
30035583277,,$10.00 ,,542
372101494,,$3.75 ,,543
30252606551,good,$12.00 ,,544
30731346808,good,$4.34 ,,545
30699465836,good,$3.98 ,,546
30665810940,very good,$12.00 ,,547
22849748471,,$4.99 ,,548
30548474487,very good,$5.19 ,,549
30265798621,new,$33.34 ,,550
15214784236,good,$5.25 ,,551
30455557752,good,$4.47 ,,552
30517743453,good,$3.18 ,,553
30137470431,,$8.00 ,,554
30697802744,good,$3.69 ,,555
14624563746,good,$5.20 ,,556
30733433437,good,$4.00 ,,557
17841460782,,$25.00 ,,558
30699590849,very good,$3.98 ,,559
30656595127,very good,,,560
22414932296,very good,$1.00 ,,561
30651729029,fair,$3.60 ,,562
5467327846,good,$3.50 ,,563
30650143310,good,$3.00 ,,564
174123078,good,$16.50 ,,565
30231752057,fair,$4.55 ,,566
30210813419,good,$3.69 ,,567
30359727277,fair,$19.95 ,,568
1428828955,good,$1.50 ,,569
22396068331,fair,$6.49 ,,570
30734269861,fair,$4.77 ,,571
30708388698,very good,$4.19 ,,572
21435012672,fair,$13.12 ,,573
30264424954,very good,$3.69 ,,574
30271636535,new,$42.87 ,,575
30619188959,good,$2.00 ,,576
21989645123,,$7.00 ,,577
5709075622,,$25.00 ,,578
30580856790,,$3.25 ,,579
30727955385,good,$3.98 ,,580
30722925006,very good,$4.19 ,,581
30109825679,good,,,582
30577466750,very good,$3.99 ,,583
30739039039,good,$4.55 ,,584
10634213556,,$10.00 ,,585
30724454461,,$39.98 ,,586
22543314165,,$3.55 ,,587
22413816038,very good,$25.00 ,,588
6281847943,good,$15.00 ,,589
18356462011,fair,$10.91 ,,590
30305435577,good,$20.00 ,,591
30734728448,good,$5.58 ,,592
30709735179,good,$6.35 ,,593
30697328697,very good,$4.57 ,,594
30738960471,good,$4.00 ,,595
30699286058,good,$8.17 ,,596
30689007217,good,$3.98 ,,597
30046197905,good,$2.50 ,,598
30137477805,,$7.00 ,,599
14094264197,fair,$3.50 ,,600
30629068276,new,$40.84 ,,601
30731097466,poor,$4.69 ,,602
30607332863,good,$4.19 ,,603
22862772844,,$10.00 ,,604
30724603773,good,$3.61 ,,605
30230904477,very good,$9.33 ,good,606
30739713862,good,$4.70 ,,607
30728260211,good,$1.00 ,,608
30049240809,good,$6.12 ,,609
30688945248,very good,$3.85 ,,610
30669033753,good,$2.00 ,,611
30650033577,very good,$7.19 ,,612
30012150326,good,$5.99 ,,613
1157181464,,$1.00 ,,614
30602639459,very good,$15.00 ,,615
30264450895,,$5.95 ,,616
30737581156,good,$4.00 ,,617
2845020490,,$8.00 ,,618
30669039982,good,$1.45 ,,619
30343910155,very good,$6.43 ,,620
22773182451,,$4.25 ,,621
18584675456,,$5.00 ,,622
22899483069,good,$7.37 ,,623
16426233795,,$33.27 ,,624
30571085212,fair,$9.95 ,,625
30282669014,,$3.00 ,,626
8068292423,,$17.50 ,very good,627
30310726915,very good,$2.99 ,,628
941021824,good,$9.00 ,,629
30699460396,good,$4.46 ,,630
30740240668,good,$5.70 ,,631
1189938012,,$7.50 ,,632
30465560756,good,$4.19 ,,633
13518434237,very good,$7.50 ,,634
30306098271,very good,$3.69 ,,635
30549457625,very good,$4.50 ,,636
30698073958,very good,$3.98 ,,637
1229370967,very good,$6.64 ,,638
30341594685,good,$2.83 ,,639
30645261991,very good,$4.50 ,,640
10345263742,,$7.00 ,good,641
22413529671,very good,$25.00 ,,642
30740310873,good,$16.50 ,,643
30308963798,,$14.42 ,,644
30337235707,fair,$6.23 ,,645
30738963155,good,$4.46 ,,646
9126714053,very good,$7.25 ,very good,647
30598692738,good,$2.59 ,,648
30643746337,new,$9.79 ,,649
30137482110,,$8.00 ,,650
30713312479,good,$3.98 ,,651
242855190,,$1.50 ,,652
30357111963,very good,$20.00 ,,653
30734270760,fair,$3.93 ,,654
30605454533,,$15.00 ,,655
1958318699,good,$17.89 ,,656
1157901907,,$4.00 ,,657
30330554660,very good,$7.54 ,,658
30137479596,,$8.00 ,,659
22420042428,,$5.00 ,,660
30093652186,good,$4.00 ,,661
30704187229,,$5.57 ,fair,662
12070838690,very good,$13.27 ,very good,663
30699581663,very good,$6.94 ,,664
30644930295,good,$4.07 ,,665
30575717889,good,$25.00 ,,666
30487942690,good,$3.74 ,,667
30660208730,good,$2.99 ,,668
30275929196,good,$3.24 ,,669
30282667972,,$15.00 ,fair,670
22844627902,,$2.00 ,,671
30280716015,very good,$3.69 ,,672
3401872846,fair,$104.16 ,,673
1271852724,very good,$5.00 ,,674
30750290164,new,$5.99 ,,675
22485404304,,$4.98 ,,676
30699607199,very good,$3.98 ,,677
10107176741,,$30.00 ,,678
20098125515,very good,$22.50 ,,679
30176097287,,$12.95 ,,680
30734675343,,$3.25 ,,681
10634213567,,$20.00 ,,682
947110148,good,$30.00 ,,683
22414932201,fair,$1.00 ,,684
30733582226,good,$4.00 ,,685
30110390901,good,,,686
30042015887,good,$1.00 ,,687
30731166952,very good,$12.00 ,,688
30743799149,very good,$5.57 ,,689
30617590604,good,$3.02 ,,690
30114331307,very good,$10.00 ,good,691
30715374093,very good,$9.24 ,,692
30643303028,very good,$3.98 ,,693
60883878,,$22.00 ,,694
30631305067,new,$16.33 ,,695
30737557303,good,$4.00 ,,696
30697854779,good,$4.19 ,,697
30604711648,good,$2.80 ,,698
30667320412,good,$2.50 ,,699
397777360,very good,$7.00 ,,700
30310723061,good,$3.50 ,,701
30608592108,good,$6.06 ,,702
19084570205,good,$8.99 ,,703
18457810512,,$10.00 ,,704
1042246748,,$7.50 ,,705
1008300612,,$5.75 ,,706
544738311,,$17.00 ,,707
417289862,very good,$8.75 ,,708
30666177659,good,$5.79 ,,709
316920310,very good,$7.75 ,,710
30540334680,,$28.95 ,,711
30137464447,,$23.00 ,,712
30441745879,good,$7.48 ,,713
30709883822,good,$3.74 ,,714
14883183389,very good,$14.57 ,,715
30731407417,good,$6.95 ,,716
30162330579,,$22.50 ,,717
30605256010,good,$7.32 ,,718
30551329046,good,$2.99 ,,719
30217004123,very good,$8.99 ,,720
30291741798,,$16.94 ,,721
17116511336,,$3.03 ,,722
30725407017,good,$1.05 ,,723
22848025857,,$5.95 ,,724
30588909382,new,$9.56 ,,725
30747195415,fair,$5.08 ,,726
14831130684,,$5.83 ,,727
18310960596,,$6.16 ,,728
22745556192,,$20.00 ,,729
30699658999,,$3.98 ,,730
30563827866,good,$7.07 ,,731
22903762228,good,$15.48 ,,732
30687490095,good,$11.12 ,,733
618303378,very good,$25.00 ,good,734
30162462378,fair,$4.00 ,,735
30630089657,good,$7.96 ,,736
30752042137,good,$7.37 ,,737
30386094182,very good,$3.29 ,,738
30731341707,good,$5.69 ,,739
30714634532,good,$1.10 ,,740
22020197117,very good,$4.00 ,,741
30722054778,good,$3.24 ,,742
22727220399,very good,$3.95 ,,743
30179160581,,$3.50 ,,744
30584466073,good,$4.00 ,,745
30415063986,very good,$9.95 ,,746
30507064040,,$11.50 ,,747
30443504726,fair,$6.49 ,,748
30456229492,very good,$5.50 ,,749
30628477366,good,$8.98 ,,750
30216667091,new,$28.90 ,,751
30697579549,very good,$5.45 ,,752
7049342152,good,$20.00 ,,753
30748028157,good,$5.43 ,good,754
30737598825,good,$4.00 ,,755
30644182427,very good,$3.80 ,,756
30716645061,very good,,good,757
30632090035,good,,,758
19554743349,new,$32.10 ,,759
30605374861,very good,$3.84 ,,760
18914649994,good,,,761
30697821225,very good,$3.69 ,,762
30739896116,good,$4.70 ,,763
30137473213,,$20.00 ,,764
544088755,very good,$20.00 ,,765
19058327481,fair,$4.97 ,,766
30034628224,fair,$5.99 ,,767
30661074755,,$9.42 ,,768
30697385590,good,$3.80 ,,769
14782003164,very good,$15.80 ,,770
30737382765,good,$4.00 ,,771
30690847647,very good,$4.19 ,,772
401064296,good,$4.50 ,,773
30576275144,,$60.94 ,,774
30266645941,new,$39.62 ,,775
30406242111,good,$6.45 ,,776
1020963208,,$5.00 ,,777
30270302005,new,$41.08 ,,778
204909201,,$67.58 ,,779
30650027921,good,$5.99 ,,780
30696513007,new,$6.45 ,,781
8689789262,good,$15.00 ,fair,782
30305787945,good,$3.98 ,,783
30014215773,good,$6.49 ,,784
30205422814,good,$2.00 ,good,785
30300354284,good,$3.80 ,,786
30359715131,good,$19.95 ,,787
30457662678,good,$4.19 ,,788
30730221953,fair,,,789
30688734352,good,$3.98 ,,790
30583574832,good,$4.00 ,,791
30266552600,new,$68.17 ,,792
30697395354,very good,$4.34 ,,793
30172412570,good,$3.80 ,,794
30310726934,good,$2.99 ,,795
30137572140,,$20.00 ,,796
3982214550,good,$18.51 ,,797
65620710,,$12.50 ,,798
30223844943,very good,$4.00 ,,799
30650031662,very good,$4.98 ,,800
30210700862,good,$3.69 ,,801
30595274354,very good,$3.80 ,,802
30334965305,,$3.63 ,,803
30644603954,,$21.00 ,,804
30699584829,very good,$23.51 ,,805
30729683991,good,$5.50 ,,806
81958212,,$30.00 ,,807
22392792244,good,$9.29 ,,808
30422098003,very good,$16.49 ,good,809
3608642811,very good,$5.00 ,,810
30267796990,new,$48.52 ,,811
30598468844,good,$2.60 ,,812
22579404968,,$5.99 ,,813
30137472012,,$6.00 ,,814
1309179668,,$20.00 ,,815
30327092146,new,$8.13 ,,816
30744579236,,$15.00 ,,817
807199071,,$11.43 ,,818
30577516135,good,$3.80 ,,819
30697669973,good,$3.98 ,,820
758566061,,$21.00 ,,821
30210601584,new,$32.90 ,,822
30707192131,good,$106.60 ,,823
30743776479,very good,$5.37 ,,824
